station,date,text,source_url
Drax Power Station,2024-08-29,"Ofgem's investigation into Drax's reporting under the Renewables Obligation, closed on 29 August 2024, found that an absence of adequate data governance and controls had led to Drax misreporting annual profiling data (Canadian forestry type and sawlog proportions) for the April 2021 to March 2022 compliance period. Ofgem found no evidence that ROCs were issued incorrectly, and stated that the misreported data would not have affected the level of subsidy Drax received. Drax paid £25m into Ofgem's Voluntary Redress Fund.",https://www.ofgem.gov.uk/publications/ofgem-decision-investigation-drax-power-limited
